MovementID	Date	ProductID	MovementType	Quantity	Location	Reference	Notes
MOV00708	2023-12-31	P060	Damaged	98	Store 2	REF2397	Regular operation
MOV00709	2023-10-27	P077	Purchase	67	Online Fulfillment	REF5812	Supplier issue
MOV00710	2023-03-10	P083	Transfer	-37	Store 2	REF3898	Quality check
MOV00711	2024-10-15	P092	Transfer	40	Warehouse A	REF1339	
MOV00712	2024-10-26	P093	Damaged	2	Warehouse B	REF9080	
MOV00713	2024-02-12	P051	Transfer	58	Online Fulfillment	REF9604	Customer return
MOV00714	2023-05-30	P003	Purchase	8	Warehouse B	REF7312	Customer return
MOV00715	2023-03-03	P083	Sale	-38	Store 1	REF3290	Customer return
MOV00716	2023-04-07	P013	Return	-7	Warehouse A	REF8257	Supplier issue
MOV00717	2024-01-18	P013	Sale	5	Store 1	REF3912	
MOV00718	2023-10-17	P077	Return	71	Store 2	REF1869	Quality check
MOV00719	2024-12-30	P081	Transfer	56	Warehouse A	REF1496	
MOV00720	2023-10-04	P081	Damaged	95	Warehouse B	REF8829	Regular operation
MOV00721	2023-11-05	P099	Return	2	Online Fulfillment	REF7949	
MOV00722	2024-03-30	P051	Purchase	-14	Online Fulfillment	REF8350	Supplier issue
MOV00723	2024-05-17	P049	Sale	-21	Warehouse B	REF6493	Customer return
MOV00724	2024-10-08	P042	Adjustment	-33	Store 1	REF4713	Regular operation
MOV00725	2023-12-19	P095	Sale	81	Warehouse B	REF5983	
MOV00726	2024-10-18	P074	Transfer	42	Warehouse B	REF2087	Quality check
MOV00727	2023-02-21	P005	Transfer	34	Online Fulfillment	REF1697	Customer return
MOV00728	2023-02-18	P100	Purchase	-6	Store 1	REF2703	Supplier issue
MOV00729	2023-02-02	P028	Adjustment	14	Warehouse B	REF4991	Supplier issue
MOV00730	2023-09-12	P028	Purchase	2	Store 1	REF3442	Customer return
MOV00731	2023-03-06	P038	Damaged	62	Warehouse A	REF9398	
MOV00732	2024-05-08	P051	Sale	-31	Store 2	REF8684	
MOV00733	2024-11-06	P094	Damaged	25	Warehouse B	REF3910	Regular operation
MOV00734	2023-02-05	P014	Adjustment	-16	Store 2	REF5383	
MOV00735	2023-05-17	P011	Damaged	37	Warehouse A	REF8866	Customer return
MOV00736	2023-01-21	P094	Adjustment	95	Store 2	REF4865	Regular operation
MOV00737	2023-08-19	P019	Return	-35	Store 1	REF7381	Regular operation
MOV00738	2024-09-29	P054	Damaged	31	Warehouse A	REF7494	Supplier issue
MOV00739	2023-06-25	P062	Purchase	20	Store 1	REF8933	Regular operation
MOV00740	2024-03-10	P041	Damaged	86	Store 2	REF9313	Supplier issue
MOV00741	2023-06-16	P099	Sale	63	Online Fulfillment	REF7095	Supplier issue
MOV00742	2024-04-18	P013	Damaged	68	Warehouse A	REF3915	Regular operation
MOV00743	2024-08-12	P076	Transfer	-1	Online Fulfillment	REF2415	Supplier issue
MOV00744	2024-01-24	P093	Damaged	72	Warehouse A	REF9019	Regular operation
MOV00745	2023-01-02	P017	Sale	62	Online Fulfillment	REF7945	Quality check
MOV00746	2023-10-11	P040	Return	-4	Store 2	REF9286	Customer return
MOV00747	2023-07-20	P001	Damaged	-48	Warehouse B	REF9930	Supplier issue
MOV00748	2024-05-27	P082	Purchase	57	Store 1	REF7940	Customer return
MOV00749	2024-07-31	P040	Damaged	-28	Online Fulfillment	REF7792	
MOV00750	2024-10-23	P094	Return	80	Store 2	REF5452	
MOV00751	2024-12-28	P025	Damaged	-5	Warehouse A	REF4432	
MOV00752	2023-05-25	P022	Adjustment	91	Store 2	REF9211	Supplier issue
MOV00753	2023-01-27	P083	Damaged	2	Store 2	REF7013	Customer return
MOV00754	2024-05-17	P069	Return	23	Store 1	REF8931	Supplier issue
MOV00755	2023-11-29	P028	Purchase	98	Warehouse B	REF5270	Supplier issue
MOV00756	2023-10-22	P027	Purchase	79	Warehouse A	REF4645	Quality check
MOV00757	2023-06-03	P023	Return	67	Store 1	REF1312	Customer return
MOV00758	2023-03-19	P018	Sale	57	Store 2	REF6012	Quality check
MOV00759	2024-12-09	P048	Damaged	-50	Online Fulfillment	REF5607	Customer return
MOV00760	2024-01-14	P095	Damaged	63	Warehouse B	REF2606	Customer return
MOV00761	2024-08-06	P020	Damaged	58	Store 2	REF3905	Quality check
MOV00762	2024-11-04	P033	Adjustment	62	Store 2	REF1039	Quality check
MOV00763	2024-07-22	P020	Damaged	78	Warehouse A	REF8885	Regular operation
MOV00764	2023-03-04	P007	Sale	15	Store 1	REF9611	
MOV00765	2024-11-24	P098	Adjustment	19	Warehouse A	REF8533	
MOV00766	2023-09-03	P077	Transfer	49	Online Fulfillment	REF8837	
MOV00767	2023-09-08	P085	Damaged	7	Online Fulfillment	REF4327	Quality check
MOV00768	2024-06-01	P026	Damaged	0	Online Fulfillment	REF8309	Supplier issue
MOV00769	2024-07-21	P066	Sale	91	Store 2	REF9552	
MOV00770	2024-06-26	P020	Return	81	Warehouse A	REF8330	Quality check
MOV00771	2024-07-24	P093	Adjustment	87	Warehouse A	REF7207	Customer return
MOV00772	2023-07-04	P096	Sale	13	Store 1	REF1608	Supplier issue
MOV00773	2024-10-12	P078	Damaged	10	Store 2	REF9903	Supplier issue
MOV00774	2023-08-27	P094	Damaged	42	Warehouse B	REF2867	
MOV00775	2024-09-10	P067	Purchase	46	Online Fulfillment	REF5188	
MOV00776	2024-02-18	P004	Damaged	0	Warehouse B	REF5740	Quality check
MOV00777	2024-08-31	P100	Transfer	39	Warehouse A	REF9866	Supplier issue
MOV00778	2024-04-19	P020	Damaged	-11	Store 2	REF8109	Quality check
MOV00779	2024-07-01	P012	Purchase	65	Store 2	REF8214	Supplier issue
MOV00780	2024-03-30	P100	Transfer	55	Store 2	REF4750	
MOV00781	2024-05-08	P010	Transfer	-33	Online Fulfillment	REF1743	Customer return
MOV00782	2024-10-29	P074	Adjustment	17	Store 2	REF9214	
MOV00783	2024-08-05	P030	Sale	-42	Store 1	REF4531	Supplier issue
MOV00784	2023-10-15	P006	Damaged	58	Warehouse B	REF5199	Quality check
MOV00785	2024-02-02	P016	Purchase	10	Warehouse B	REF3480	Customer return
MOV00786	2024-07-23	P089	Adjustment	77	Warehouse B	REF7382	Customer return
MOV00787	2023-04-22	P068	Transfer	20	Online Fulfillment	REF2819	
MOV00788	2024-07-03	P053	Adjustment	-30	Warehouse B	REF3313	
MOV00789	2023-11-05	P003	Adjustment	10	Store 1	REF8742	Quality check
MOV00790	2023-09-28	P060	Adjustment	2	Online Fulfillment	REF6705	Supplier issue
MOV00791	2023-05-31	P051	Damaged	83	Store 1	REF1565	Regular operation
MOV00792	2024-04-21	P018	Transfer	26	Warehouse B	REF9325	Customer return
MOV00793	2024-06-21	P100	Purchase	-44	Online Fulfillment	REF9371	Supplier issue
MOV00794	2024-03-20	P088	Damaged	95	Warehouse B	REF5386	Customer return
MOV00795	2024-12-07	P003	Return	-34	Store 1	REF1470	Customer return
MOV00796	2024-05-30	P097	Adjustment	7	Store 1	REF8991	Customer return
MOV00797	2023-10-07	P029	Return	32	Warehouse B	REF7253	Customer return
MOV00798	2024-09-25	P073	Adjustment	-25	Warehouse A	REF8984	Supplier issue
MOV00799	2024-08-10	P078	Damaged	63	Store 2	REF3333	Quality check
MOV00800	2023-06-14	P019	Damaged	59	Store 1	REF7207	Regular operation
MOV00801	2023-11-28	P031	Sale	-42	Warehouse A	REF3420	Supplier issue
MOV00802	2023-01-12	P018	Adjustment	43	Warehouse A	REF8802	Supplier issue
MOV00803	2024-09-18	P061	Damaged	61	Online Fulfillment	REF4985	
MOV00804	2024-12-09	P005	Return	-23	Store 1	REF6871	Quality check
MOV00805	2024-07-21	P049	Damaged	-48	Warehouse A	REF8124	
MOV00806	2023-03-14	P020	Purchase	77	Store 1	REF1104	Regular operation
MOV00807	2023-01-26	P052	Transfer	-30	Store 1	REF6995	
MOV00808	2023-12-21	P073	Sale	99	Warehouse B	REF3353	Customer return
MOV00809	2023-09-20	P041	Return	61	Store 1	REF3993	Quality check
MOV00810	2023-07-05	P017	Purchase	27	Online Fulfillment	REF6064	Customer return
MOV00811	2023-03-27	P025	Transfer	96	Online Fulfillment	REF7121	Regular operation
MOV00812	2024-04-02	P052	Transfer	0	Warehouse B	REF1848	Quality check
MOV00813	2024-07-18	P011	Return	61	Online Fulfillment	REF6359	
MOV00814	2023-02-12	P062	Purchase	39	Store 2	REF7051	Regular operation
MOV00815	2023-01-14	P056	Sale	55	Warehouse A	REF2043	Quality check
MOV00816	2024-06-15	P063	Return	-40	Online Fulfillment	REF2852	Regular operation
MOV00817	2024-04-09	P025	Purchase	46	Online Fulfillment	REF4755	
MOV00818	2023-05-29	P009	Return	30	Warehouse B	REF9932	Supplier issue
MOV00819	2024-06-15	P075	Transfer	98	Online Fulfillment	REF7496	Quality check
MOV00820	2024-06-01	P074	Sale	-49	Warehouse B	REF5700	Regular operation
MOV00821	2024-01-05	P019	Purchase	78	Store 1	REF1775	Customer return
MOV00822	2024-01-28	P007	Transfer	-2	Warehouse A	REF2572	Quality check
MOV00823	2024-10-30	P053	Purchase	17	Online Fulfillment	REF6798	
MOV00824	2024-08-03	P054	Return	17	Online Fulfillment	REF2113	
MOV00825	2023-10-06	P035	Purchase	11	Online Fulfillment	REF8010	Customer return
MOV00826	2023-11-12	P059	Purchase	-3	Store 2	REF1842	Customer return
MOV00827	2023-09-17	P066	Adjustment	28	Online Fulfillment	REF8732	Regular operation
MOV00828	2023-12-11	P052	Adjustment	-11	Warehouse B	REF1449	Regular operation
MOV00829	2024-01-16	P051	Purchase	99	Store 1	REF5459	Supplier issue
MOV00830	2023-04-21	P047	Purchase	-26	Warehouse B	REF4623	Customer return
MOV00831	2023-02-23	P054	Adjustment	45	Store 2	REF8090	Regular operation
MOV00832	2024-01-04	P004	Return	-45	Online Fulfillment	REF6910	Customer return
MOV00833	2024-12-13	P059	Adjustment	34	Store 2	REF9811	
MOV00834	2023-08-06	P061	Transfer	13	Online Fulfillment	REF2576	
MOV00835	2023-11-12	P063	Return	7	Store 2	REF3489	
MOV00836	2024-08-30	P006	Damaged	-2	Store 1	REF3497	Regular operation
MOV00837	2024-12-11	P099	Transfer	49	Warehouse A	REF3043	Regular operation
MOV00838	2023-05-22	P059	Adjustment	19	Store 2	REF2167	Customer return
MOV00839	2023-07-11	P033	Damaged	8	Warehouse B	REF2321	Regular operation
MOV00840	2023-03-18	P081	Transfer	-38	Warehouse B	REF8157	Supplier issue
MOV00841	2024-11-20	P018	Sale	74	Store 2	REF4148	
MOV00842	2023-04-22	P029	Sale	-49	Online Fulfillment	REF9802	Quality check
MOV00843	2023-04-11	P034	Return	-9	Warehouse B	REF9040	
MOV00844	2023-01-14	P027	Return	48	Warehouse B	REF4212	Quality check
MOV00845	2024-06-11	P057	Return	-11	Store 1	REF7829	Customer return
MOV00846	2024-02-18	P071	Adjustment	55	Online Fulfillment	REF1558	Customer return
MOV00847	2024-07-21	P006	Purchase	-38	Store 1	REF6729	Quality check
MOV00848	2024-07-11	P015	Return	70	Store 1	REF1870	Regular operation
MOV00849	2023-11-18	P035	Sale	89	Store 1	REF8439	
MOV00850	2023-04-20	P072	Damaged	-38	Store 2	REF8439	
MOV00851	2024-12-30	P036	Transfer	-23	Store 1	REF9691	
MOV00852	2023-04-28	P045	Damaged	-21	Store 1	REF5441	Supplier issue
MOV00853	2024-02-21	P012	Transfer	37	Store 1	REF2810	Supplier issue
MOV00854	2023-04-06	P005	Purchase	54	Store 1	REF7799	Quality check
MOV00855	2024-02-10	P051	Adjustment	87	Online Fulfillment	REF6931	Customer return
MOV00856	2023-11-18	P086	Return	10	Store 2	REF4601	Supplier issue
MOV00857	2024-05-23	P055	Adjustment	42	Online Fulfillment	REF6770	
MOV00858	2024-09-05	P006	Sale	8	Store 1	REF5613	Quality check
MOV00859	2023-08-27	P072	Purchase	59	Warehouse B	REF4023	Supplier issue
MOV00860	2024-03-15	P035	Transfer	29	Online Fulfillment	REF2764	
MOV00861	2024-10-25	P051	Purchase	29	Store 2	REF3624	
MOV00862	2024-06-13	P030	Adjustment	5	Store 1	REF9806	Regular operation
MOV00863	2024-11-06	P048	Sale	1	Warehouse A	REF6910	Regular operation
MOV00864	2024-10-07	P026	Purchase	0	Store 1	REF8061	Regular operation
MOV00865	2023-04-22	P057	Purchase	-9	Store 2	REF9302	Customer return
MOV00866	2024-05-01	P025	Return	28	Store 2	REF4136	Supplier issue
MOV00867	2023-06-24	P096	Sale	8	Online Fulfillment	REF2806	Supplier issue
MOV00868	2024-01-25	P010	Transfer	54	Online Fulfillment	REF3629	Quality check
MOV00869	2023-12-21	P067	Transfer	37	Online Fulfillment	REF5478	Quality check
MOV00870	2023-05-04	P028	Damaged	30	Store 2	REF5987	Regular operation
MOV00871	2024-06-24	P058	Return	64	Store 1	REF1452	Supplier issue
MOV00872	2023-07-19	P079	Adjustment	-12	Online Fulfillment	REF7879	Regular operation
MOV00873	2024-05-13	P045	Adjustment	37	Store 2	REF8947	
MOV00874	2024-08-08	P008	Adjustment	-19	Online Fulfillment	REF4979	Customer return
MOV00875	2023-09-26	P020	Return	-19	Warehouse A	REF9290	Regular operation
MOV00876	2024-09-03	P041	Return	35	Store 1	REF2276	
MOV00877	2024-11-09	P017	Return	-24	Store 1	REF3119	
MOV00878	2024-03-18	P031	Return	90	Store 1	REF1099	Regular operation
MOV00879	2024-03-12	P099	Purchase	65	Warehouse A	REF7236	Customer return
MOV00880	2024-09-13	P016	Return	28	Store 1	REF4479	Quality check
MOV00881	2024-05-19	P089	Return	-5	Warehouse A	REF2578	Customer return
MOV00882	2024-01-26	P079	Purchase	20	Store 2	REF2788	Supplier issue
MOV00883	2024-12-02	P039	Purchase	39	Store 2	REF4733	Quality check
MOV00884	2024-05-01	P055	Transfer	19	Warehouse A	REF2452	Quality check
MOV00885	2023-10-01	P010	Damaged	75	Online Fulfillment	REF2127	Regular operation
MOV00886	2024-09-25	P001	Adjustment	-22	Online Fulfillment	REF7133	Supplier issue
MOV00887	2024-10-19	P014	Damaged	26	Store 1	REF2665	Customer return
MOV00888	2024-08-19	P046	Purchase	21	Online Fulfillment	REF6884	Customer return
MOV00889	2024-06-28	P100	Sale	88	Store 2	REF4484	Supplier issue
MOV00890	2024-07-16	P005	Adjustment	-6	Online Fulfillment	REF7456	Supplier issue
MOV00891	2023-03-21	P067	Purchase	86	Store 1	REF4952	
MOV00892	2024-06-15	P009	Adjustment	88	Store 1	REF9674	Quality check
MOV00893	2024-04-24	P092	Sale	0	Warehouse A	REF1515	Supplier issue
MOV00894	2023-01-18	P040	Damaged	48	Store 1	REF5108	Customer return
MOV00895	2023-01-04	P031	Purchase	-49	Store 2	REF1042	Customer return
MOV00896	2024-01-02	P092	Damaged	-19	Online Fulfillment	REF1779	
MOV00897	2023-03-27	P066	Adjustment	9	Warehouse B	REF1864	Regular operation
MOV00898	2023-07-01	P064	Damaged	46	Warehouse B	REF3272	Supplier issue
MOV00899	2023-07-07	P022	Sale	77	Warehouse B	REF7991	
MOV00900	2023-11-28	P008	Return	3	Warehouse B	REF7321	Regular operation
MOV00901	2023-12-06	P075	Purchase	16	Store 2	REF4830	Customer return
MOV00902	2023-08-04	P042	Sale	-8	Store 2	REF6997	Customer return
MOV00903	2024-08-26	P027	Purchase	38	Warehouse B	REF8671	Quality check
MOV00904	2023-11-09	P048	Purchase	-1	Store 1	REF8116	Customer return
MOV00905	2023-05-29	P054	Purchase	47	Warehouse A	REF1417	
MOV00906	2024-07-29	P080	Damaged	67	Warehouse B	REF8652	Customer return
MOV00907	2023-01-12	P090	Return	-28	Store 1	REF4970	Regular operation
MOV00908	2024-02-01	P038	Purchase	-33	Online Fulfillment	REF2458	Quality check
MOV00909	2024-03-20	P047	Adjustment	29	Warehouse A	REF3562	Customer return
MOV00910	2023-10-23	P023	Adjustment	-40	Warehouse A	REF7762	Quality check
MOV00911	2024-07-06	P097	Damaged	97	Warehouse B	REF3740	Quality check
MOV00912	2024-06-17	P034	Sale	42	Store 2	REF4074	
MOV00913	2024-10-23	P077	Return	96	Store 1	REF7017	
MOV00914	2024-08-01	P022	Sale	33	Warehouse A	REF8906	Customer return
MOV00915	2024-05-12	P042	Sale	19	Online Fulfillment	REF8294	Supplier issue
MOV00916	2023-12-30	P051	Return	30	Warehouse A	REF3660	
MOV00917	2024-06-09	P087	Transfer	35	Store 2	REF4307	
MOV00918	2023-07-12	P055	Adjustment	54	Store 2	REF6686	Supplier issue
MOV00919	2023-03-01	P027	Purchase	-50	Warehouse A	REF3746	Quality check
MOV00920	2024-10-04	P010	Sale	7	Online Fulfillment	REF9077	Customer return
MOV00921	2023-08-04	P083	Damaged	17	Warehouse B	REF2207	Customer return
MOV00922	2023-10-22	P095	Transfer	4	Store 1	REF5727	Customer return
MOV00923	2024-04-09	P037	Transfer	79	Online Fulfillment	REF4785	
MOV00924	2024-03-11	P067	Sale	93	Warehouse B	REF6931	Quality check
MOV00925	2024-01-16	P037	Sale	-41	Online Fulfillment	REF4150	Customer return
MOV00926	2024-12-06	P032	Return	-6	Warehouse A	REF6766	Regular operation
MOV00927	2024-05-16	P026	Damaged	23	Store 2	REF7880	Regular operation
MOV00928	2024-03-18	P069	Damaged	96	Online Fulfillment	REF3484	Customer return
MOV00929	2024-04-26	P014	Return	71	Store 1	REF7802	Regular operation
MOV00930	2023-01-18	P070	Purchase	-31	Warehouse A	REF4495	Regular operation
MOV00931	2023-06-16	P023	Purchase	-15	Warehouse B	REF6541	Customer return
MOV00932	2023-04-20	P023	Purchase	56	Online Fulfillment	REF9389	Quality check
MOV00933	2023-05-20	P025	Sale	92	Store 1	REF5249	Regular operation
MOV00934	2023-09-26	P017	Sale	54	Warehouse B	REF3180	Supplier issue
MOV00935	2023-05-11	P015	Return	17	Store 1	REF4324	Supplier issue
MOV00936	2023-04-19	P044	Damaged	-41	Store 1	REF6273	Regular operation
MOV00937	2024-09-24	P051	Adjustment	89	Store 2	REF9089	
MOV00938	2024-05-27	P005	Purchase	-19	Store 1	REF2645	Quality check
MOV00939	2023-07-02	P055	Transfer	26	Warehouse B	REF4206	Quality check
MOV00940	2024-12-24	P088	Adjustment	-2	Store 1	REF6821	Customer return
MOV00941	2024-02-29	P079	Damaged	-40	Warehouse B	REF4149	Supplier issue
MOV00942	2024-07-30	P091	Sale	-28	Warehouse A	REF6590	Supplier issue
MOV00943	2023-03-26	P073	Adjustment	13	Warehouse B	REF4280	
MOV00944	2023-04-13	P046	Return	37	Store 1	REF3255	Supplier issue
MOV00945	2024-07-26	P094	Adjustment	61	Warehouse B	REF7241	Regular operation
MOV00946	2023-07-06	P028	Return	59	Store 1	REF1358	
MOV00947	2023-08-27	P002	Transfer	86	Store 2	REF9336	
MOV00948	2023-03-22	P077	Damaged	45	Warehouse A	REF8892	
MOV00949	2024-03-23	P064	Transfer	50	Online Fulfillment	REF4560	
MOV00950	2023-04-21	P073	Damaged	-19	Online Fulfillment	REF5757	
MOV00951	2024-11-29	P059	Return	49	Warehouse A	REF3839	Quality check
MOV00952	2024-11-06	P011	Transfer	-48	Warehouse A	REF3326	Customer return
MOV00953	2023-04-04	P047	Return	-22	Store 2	REF6355	
MOV00954	2024-02-10	P028	Adjustment	3	Store 1	REF4348	Quality check
MOV00955	2023-06-19	P061	Purchase	-17	Online Fulfillment	REF7583	Supplier issue
MOV00956	2024-03-20	P065	Adjustment	86	Store 1	REF9836	Customer return
MOV00957	2023-08-06	P009	Purchase	48	Warehouse B	REF2098	Regular operation
MOV00958	2024-12-30	P086	Damaged	53	Store 1	REF2380	Customer return
MOV00959	2024-12-18	P079	Return	68	Warehouse B	REF7595	Customer return
MOV00960	2024-12-01	P038	Damaged	1	Warehouse A	REF1298	Customer return
MOV00961	2023-12-29	P057	Adjustment	-34	Warehouse A	REF4357	Regular operation
MOV00962	2024-11-08	P099	Sale	68	Store 1	REF7788	Regular operation
MOV00963	2024-07-24	P081	Transfer	98	Store 1	REF9978	Supplier issue
MOV00964	2024-09-16	P058	Transfer	-2	Store 1	REF9542	Customer return
MOV00965	2023-07-28	P033	Sale	-2	Warehouse A	REF5288	
MOV00966	2023-10-11	P099	Return	-8	Warehouse A	REF3765	Customer return
MOV00967	2024-12-25	P071	Adjustment	-39	Store 2	REF3276	Regular operation
MOV00968	2024-10-01	P066	Purchase	91	Warehouse A	REF5465	Regular operation
MOV00969	2024-10-30	P074	Damaged	99	Warehouse A	REF6193	Regular operation
MOV00970	2023-11-06	P096	Purchase	24	Warehouse A	REF6869	Regular operation
MOV00971	2024-07-25	P045	Purchase	-30	Warehouse B	REF5362	Supplier issue
MOV00972	2024-10-06	P035	Damaged	-9	Online Fulfillment	REF7578	Quality check
MOV00973	2024-02-29	P033	Purchase	-4	Warehouse B	REF7749	Customer return
MOV00974	2024-04-08	P018	Return	18	Warehouse B	REF3921	Customer return
MOV00975	2023-12-15	P028	Transfer	51	Warehouse A	REF5738	Quality check
MOV00976	2023-09-17	P004	Transfer	-29	Store 2	REF5639	Customer return
MOV00977	2023-05-22	P048	Damaged	10	Online Fulfillment	REF7556	
MOV00978	2024-10-28	P044	Damaged	-3	Store 2	REF8086	
MOV00979	2023-07-01	P003	Transfer	-25	Online Fulfillment	REF9993	Regular operation
MOV00980	2023-06-19	P020	Return	48	Store 2	REF3014	Customer return
MOV00981	2023-06-13	P100	Transfer	-40	Online Fulfillment	REF8998	Regular operation
MOV00982	2023-06-15	P002	Transfer	69	Online Fulfillment	REF1250	
MOV00983	2024-03-21	P087	Sale	41	Warehouse A	REF6212	
MOV00984	2023-03-21	P010	Adjustment	37	Warehouse B	REF4862	Regular operation
MOV00985	2024-03-26	P008	Sale	39	Warehouse B	REF4919	Supplier issue
MOV00986	2024-09-04	P061	Purchase	86	Store 2	REF1842	Customer return
MOV00987	2024-10-24	P031	Adjustment	72	Store 1	REF8549	Quality check
MOV00988	2024-01-12	P026	Adjustment	-28	Store 2	REF3266	Regular operation
MOV00989	2024-12-02	P015	Return	8	Warehouse B	REF4721	Regular operation
MOV00990	2023-01-08	P026	Sale	36	Store 2	REF7811	Customer return
MOV00991	2024-03-31	P098	Return	-33	Warehouse B	REF4864	Regular operation
MOV00992	2023-04-13	P046	Purchase	56	Online Fulfillment	REF4715	
MOV00993	2023-10-25	P070	Damaged	27	Warehouse B	REF3310	Supplier issue
MOV00994	2024-11-02	P056	Sale	-28	Store 1	REF5958	Quality check
MOV00995	2023-01-19	P076	Transfer	-43	Warehouse B	REF6098	
MOV00996	2023-05-01	P032	Purchase	41	Store 2	REF6613	Quality check
MOV00997	2024-12-27	P049	Adjustment	77	Warehouse A	REF4394	Supplier issue
MOV00998	2023-11-10	P054	Damaged	0	Store 1	REF2367	Customer return
MOV00999	2023-11-29	P022	Sale	81	Warehouse B	REF4482	Quality check
MOV01000	2023-11-29	P088	Sale	29	Online Fulfillment	REF6259	Quality check
MOV01001	2024-09-01	P058	Transfer	95	Warehouse B	REF5188	
MOV01002	2024-02-21	P046	Adjustment	66	Store 1	REF4930	Quality check
MOV01003	2023-12-21	P023	Purchase	77	Warehouse A	REF7349	Customer return
MOV01004	2023-01-07	P056	Return	-28	Warehouse B	REF4215	Regular operation
MOV01005	2023-11-28	P036	Purchase	-11	Store 1	REF5280	Supplier issue
MOV01006	2024-05-30	P027	Purchase	65	Store 1	REF1238	Regular operation
MOV01007	2024-02-14	P026	Sale	77	Warehouse A	REF4105	Customer return
MOV01008	2024-08-07	P015	Return	-24	Warehouse A	REF6672	Quality check
MOV01009	2024-01-25	P078	Damaged	51	Warehouse B	REF7773	Customer return
MOV01010	2023-06-21	P060	Sale	-32	Warehouse B	REF7655	Customer return
MOV01011	2024-12-01	P041	Return	1	Store 2	REF8969	Supplier issue
MOV01012	2024-06-05	P083	Adjustment	60	Store 2	REF6009	Supplier issue
MOV01013	2024-05-05	P081	Sale	48	Online Fulfillment	REF9418	Supplier issue
MOV01014	2024-12-27	P025	Purchase	-28	Warehouse B	REF4377	Quality check
MOV01015	2023-05-16	P063	Transfer	93	Online Fulfillment	REF3209	Regular operation
MOV01016	2024-04-08	P001	Sale	56	Store 2	REF2976	
MOV01017	2024-08-03	P050	Purchase	25	Online Fulfillment	REF5638	
MOV01018	2023-04-07	P070	Return	-20	Store 1	REF8531	Customer return
MOV01019	2024-03-08	P016	Adjustment	-40	Warehouse B	REF9924	Customer return
MOV01020	2024-08-20	P042	Damaged	-12	Store 2	REF1479	Supplier issue
MOV01021	2024-06-11	P024	Sale	78	Store 2	REF6134	Supplier issue
MOV01022	2023-03-15	P040	Purchase	-48	Online Fulfillment	REF7231	Supplier issue
MOV01023	2023-03-13	P087	Return	-7	Online Fulfillment	REF4112	Quality check
MOV01024	2023-12-12	P058	Transfer	-39	Online Fulfillment	REF9268	Customer return
MOV01025	2023-02-14	P055	Transfer	-47	Warehouse B	REF1898	Quality check
MOV01026	2023-10-20	P095	Damaged	73	Warehouse A	REF2283	Quality check
MOV01027	2023-02-20	P018	Adjustment	4	Warehouse A	REF3276	Quality check
MOV01028	2024-06-24	P081	Return	96	Store 1	REF2595	Quality check
MOV01029	2024-08-29	P081	Sale	-41	Store 2	REF3497	Quality check
MOV01030	2023-07-21	P006	Sale	12	Store 1	REF3459	Quality check
MOV01031	2023-08-18	P074	Transfer	41	Warehouse A	REF2729	Regular operation
MOV01032	2023-09-04	P081	Transfer	99	Store 2	REF8693	Quality check
MOV01033	2024-07-08	P085	Adjustment	-10	Store 2	REF8664	Supplier issue
MOV01034	2024-03-24	P069	Sale	12	Store 2	REF1125	
MOV01035	2023-10-28	P024	Sale	48	Store 2	REF6390	Regular operation
MOV01036	2023-11-08	P033	Damaged	16	Online Fulfillment	REF7173	Customer return
MOV01037	2024-04-15	P035	Sale	-44	Store 2	REF3543	Regular operation
MOV01038	2024-01-27	P068	Purchase	29	Online Fulfillment	REF5894	
MOV01039	2024-09-21	P081	Purchase	100	Online Fulfillment	REF8193	Quality check
MOV01040	2023-02-21	P023	Transfer	81	Warehouse A	REF2031	Quality check
MOV01041	2023-01-11	P098	Purchase	82	Store 1	REF4893	Quality check
MOV01042	2024-08-22	P016	Return	-29	Online Fulfillment	REF2903	Regular operation
MOV01043	2024-12-18	P082	Adjustment	55	Warehouse B	REF4195	Regular operation
MOV01044	2024-10-02	P044	Purchase	66	Store 1	REF6566	Regular operation
MOV01045	2023-10-17	P037	Sale	-7	Store 2	REF2586	
MOV01046	2023-06-20	P074	Transfer	-49	Warehouse B	REF9521	Customer return
MOV01047	2024-10-27	P034	Purchase	54	Warehouse A	REF7189	
MOV01048	2023-08-07	P088	Adjustment	-5	Store 1	REF1953	
MOV01049	2024-06-22	P099	Return	-21	Store 2	REF4811	Quality check
MOV01050	2023-09-04	P065	Purchase	0	Store 2	REF1228	Customer return
MOV01051	2024-05-09	P092	Damaged	25	Warehouse A	REF1617	Quality check
MOV01052	2024-05-02	P053	Sale	-6	Store 2	REF6482	
MOV01053	2023-10-02	P016	Damaged	33	Warehouse B	REF6900	
MOV01054	2023-08-04	P068	Return	-29	Store 2	REF4838	Customer return
MOV01055	2024-05-19	P067	Purchase	-20	Store 2	REF5634	Customer return
MOV01056	2024-03-20	P053	Transfer	20	Store 2	REF2743	Quality check
MOV01057	2023-06-24	P088	Transfer	-35	Warehouse A	REF1964	Quality check
MOV01058	2024-09-10	P084	Purchase	36	Online Fulfillment	REF6585	Regular operation
MOV01059	2023-04-11	P071	Return	84	Warehouse A	REF2978	Regular operation
MOV01060	2023-04-07	P037	Adjustment	-39	Warehouse B	REF4134	Customer return
MOV01061	2023-09-13	P044	Damaged	51	Online Fulfillment	REF3670	
MOV01062	2024-08-29	P002	Purchase	19	Warehouse A	REF9812	Regular operation
MOV01063	2023-05-24	P089	Sale	36	Store 2	REF4732	Regular operation
